,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
360,"Ice Cube, Cedric the Entertainer, Regina Hall, Sean Patrick Thomas",1 win & 3 nominations.,"$54,014,580",USA,26 Jul 2016,Malcolm D. Lee,,,"Comedy, Drama",English,67,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.",https://m.media-amazon.com/images/M/MV5BMzUxMzM5MjIxNF5BMl5BanBnXkFtZTgwMDk1NzMzNzE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",15 Apr 2016,True,111 min,,Barbershop: The Next Cut,movie,http://www.barbershopmovie.com,"Kenya Barris, Tracy Oliver, Mark Brown (characters)",2016,tt3628584,5.9,"13,174",,
361,"Valeria Bruni Tedeschi, Micaela Ramazzotti, Valentina Carnelutti, Sergio Albelli",30 wins & 25 nominations.,"$107,362","Italy, France",N/A,Paolo Virzì,,,"Comedy, Drama","Italian, English",74,"Donatella and Beatrice reside in a psychiatric facility in Tuscany. They have very different life stories, but a chance to escape brings them together in an adventure that will change their...",https://m.media-amazon.com/images/M/MV5BYjg5MmZmY2MtOTAzMC00ODMyLWI1OTMtZThkOWM2NGU4MTdiXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,RAI Cinema,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",17 May 2016,True,118 min,,Like Crazy,movie,N/A,"Paolo Virzì (story), Paolo Virzì (screenplay), Francesca Archibugi (screenplay)",2016,tt4621872,7.2,"6,898",,
362,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi",Nominated for 1 BAFTA Film Award. Another 13 wins & 35 nominations.,"$662,786","UK, USA",27 Dec 2016,Andrea Arnold,,,"Adventure, Drama, Romance",English,79,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",https://m.media-amazon.com/images/M/MV5BMTk1MDQxNDQzMV5BMl5BanBnXkFtZTgwNDY1MDQ3OTE@._V1_SX300.jpg,Parts and Labor,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",14 Oct 2016,True,163 min,,American Honey,movie,http://americanhoneymovie.com/,Andrea Arnold,2016,tt3721936,7.0,"30,443",,
363,"Jessica Chastain, David Wilson Barnes, John Lithgow, Alison Pill",Nominated for 1 Golden Globe. Another 1 win & 5 nominations.,"$3,439,171","France, USA",21 Mar 2017,John Madden,,,"Drama, Thriller",English,64,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",https://m.media-amazon.com/images/M/MV5BMTAyODY4Njc4MjBeQTJeQWpwZ15BbWU4MDI0NTIzMDAy._V1_SX300.jpg,EuropaCorp,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",09 Dec 2016,True,132 min,,Miss Sloane,movie,http://misssloanemovie.com/,Jonathan Perera,2016,tt4540710,7.5,"51,005",,
364,"Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza",2 wins & 18 nominations.,"$8,874,389",USA,N/A,Mira Nair,,,"Biography, Drama, Sport",English,73,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,https://m.media-amazon.com/images/M/MV5BNzQ0MDg2NTY4N15BMl5BanBnXkFtZTgwOTk2NzU3OTE@._V1_SX300.jpg,Walt Disney Studios,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",30 Sep 2016,True,124 min,,Queen of Katwe,movie,N/A,"William Wheeler (screenplay by), Tim Crothers (based on the ESPN Magazine article and book by)",2016,tt4341582,7.4,"12,680",,
365,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba",Won 1 Oscar. Another 31 wins & 54 nominations.,"$363,995,937","UK, USA",30 Aug 2016,Jon Favreau,,,"Adventure, Drama, Family, Fantasy",English,77,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",https://m.media-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",15 Apr 2016,True,106 min,,The Jungle Book,movie,http://movies.disney.com/the-jungle-book-2016,"Justin Marks (screenplay by), Rudyard Kipling (based on the books by)",2016,tt3040964,7.4,"238,573",,
366,"Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen",1 nomination.,N/A,Canada,N/A,April Mullen,,,"Drama, Romance",English,42,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,https://m.media-amazon.com/images/M/MV5BMTk0OWY0OGEtODgzOC00YTBiLWI3NWItYmVjZGJmZThmY2IwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,Serendipity Point Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",28 Apr 2017,True,94 min,,Below Her Mouth,movie,http://www.serendipitypoint.com/portfolio-post/below-her-mouth/,Stephanie Fabrizi,2016,tt5073620,5.5,"7,093",,
367,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan",16 wins & 65 nominations.,"$408,080,554","USA, Germany",13 Sep 2016,"Anthony Russo, Joe Russo",,,"Action, Adventure, Sci-Fi","English, German, Xhosa, Russian, Romanian, Hindi",75,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",06 May 2016,True,147 min,,Captain America: Civil War,movie,http://marvel.com/captainamerica#/home,"Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Joe Simon (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by)",2016,tt3498820,7.8,"552,484",,
368,"Padmashri Mohammad Ali, Pradeep Anthony, Arnold, K. Babu",N/A,N/A,India,N/A,Arun Prabhu Purushothaman,,,Drama,Tamil,N/A,A gentle girl born and brought up amidst the ever growing eco-social-consumeristic environment finds it difficult to fit in the society. She decides to take it hard on the people. What she does is the rest of the story.,https://images-na.ssl-images-amazon.com/images/M/MV5BYTg2ZTI5NjYtMDQwNS00YjZiLTljNTgtNzBkOGU1OTliYmQ5XkEyXkFqcGdeQXVyMTU0MzI1OTY@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",15 Dec 2017,True,130 min,,Aruvi,movie,N/A,Arun Prabhu Purushothaman,2016,tt5867800,9.2,"4,759",,
369,"Mylène St-Sauveur, Moe Jeudy-Lamour, Karelle Tremblay, Alexandre Goyette",1 win & 2 nominations.,N/A,Canada,N/A,Daniel Grou,,,"Drama, Thriller",French,N/A,"Adapted from the play by Alexandre Goyette, King Dave is the story of Dave, self-proclaimed King, influence but not unconscious, told IN A SINGLE BREATH IN ONE SEQUENCE SHOT.",https://m.media-amazon.com/images/M/MV5BYTk1YzJkMDktMWQ1NS00OTUwLWIxYmUtYjM0NTIzYWFjN2YzXkEyXkFqcGdeQXVyMDc2MjMyMQ@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",01 Jul 2016,True,99 min,,King Dave,movie,N/A,"Alexandre Goyette (based on his stage play ""King Dave""), Alexandre Goyette (screenplay), Alexandre Goyette",2016,tt4551882,7.1,405,,
370,"Kelly Macdonald, Faye Marsay, Benedict Wong, Jonas Karlsson",N/A,,UK,,James Hawes,6,,"Drama, Sci-Fi, Thriller",English,N/A,"In near-future London, police detective Karin Parke, and her tech-savvy sidekick Blue, investigate a string of mysterious deaths with a sinister link to social media.",https://m.media-amazon.com/images/M/MV5BNjY4NDMxMTIwOF5BMl5BanBnXkFtZTgwODE3MzgzMDI@._V1_SX300.jpg,,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",21 Oct 2016,True,89 min,3,Hated in the Nation,episode,,Charlie Brooker,2016,tt5709236,8.6,23510,tt2085059,
371,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana",2 wins.,"$20,278,493",USA,24 May 2016,Craig Gillespie,,,"Action, Drama, History, Thriller",English,58,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,https://m.media-amazon.com/images/M/MV5BNTY1MDU1NzYzN15BMl5BanBnXkFtZTgwOTA0MDQyNzE@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",29 Jan 2016,True,117 min,,The Finest Hours,movie,http://movies.disney.com/the-finest-hours,"Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Casey Sherman (book), Michael J. Tougias (book)",2016,tt2025690,6.8,"55,398",,
372,"Jennifer Aniston, Timothy Olyphant, Shay Mitchell, Caleb Brown",1 win & 6 nominations.,"$29,149,230",USA,02 Aug 2016,Garry Marshall,,,"Comedy, Drama, Romance","English, Spanish",18,Three generations come together in the week leading up to Mother's Day.,https://m.media-amazon.com/images/M/MV5BODYzMjc5NDEzNF5BMl5BanBnXkFtZTgwMzI3ODcyODE@._V1_SX300.jpg,Open Road Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",29 Apr 2016,True,118 min,,Mother's Day,movie,http://www.seemothersday.com/,"Anya Kochoff (screenplay), Matthew Walker (screenplay), Tom Hines (screenplay), Lily Hollander (story), Matthew Walker (story), Tom Hines (story), Garry Marshall (story)",2016,tt4824302,5.6,"27,963",,
373,"Kate Beckinsale, Morfydd Clark, Tom Bennett, Jenn Murray",7 wins & 46 nominations.,"$14,013,564","Ireland, France, Netherlands",06 Sep 2016,Whit Stillman,,,"Comedy, Drama, Romance","English, French",87,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",https://m.media-amazon.com/images/M/MV5BMTQ3NTQ2NjMwMV5BMl5BanBnXkFtZTgwOTk3Njk0ODE@._V1_SX300.jpg,Roadside Attractions,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",03 Jun 2016,True,90 min,,Love & Friendship,movie,http://loveandfriendshipmovie.com/,"Whit Stillman, Jane Austen (based on her novella ""Lady Susan"")",2016,tt3068194,6.4,"20,934",,
374,"Laura Dern, James Le Gros, Jared Harris, Ashlie Atkinson",12 wins & 45 nominations.,"$1,037,787",USA,19 Sep 2017,Kelly Reichardt,,,Drama,English,82,"The lives of three women intersect in small-town America, where each is imperfectly blazing a trail.",https://m.media-amazon.com/images/M/MV5BMjIyOTY0MjcxMV5BMl5BanBnXkFtZTgwODgxMTE5OTE@._V1_SX300.jpg,Film Science,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",22 Feb 2017,True,107 min,,Certain Women,movie,N/A,"Kelly Reichardt (screenplay by), Maile Meloy (based on stories by)",2016,tt4468634,6.3,"10,014",,
375,"Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper",2 wins & 3 nominations.,"$44,765,679","China, Canada, Japan, USA",27 Sep 2016,Duncan Jones,,,"Action, Adventure, Fantasy",English,32,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",https://m.media-amazon.com/images/M/MV5BMjIwNTM0Mzc5MV5BMl5BanBnXkFtZTgwMDk5NDU1ODE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",10 Jun 2016,True,123 min,,Warcraft: The Beginning,movie,http://www.warcraftmovie.com/,"Charles Leavitt, Duncan Jones",2016,tt0803096,6.9,"222,539",,
376,"Lily-Rose Depp, Harley Quinn Smith, Adam Brody, Harley Morenstein",1 nomination.,N/A,USA,22 Nov 2016,Kevin Smith,,,"Action, Comedy, Fantasy, Horror, Thriller","English, French, German",23,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,https://m.media-amazon.com/images/M/MV5BMTU0MjUzMDc3Ml5BMl5BanBnXkFtZTgwNjg5NjYwOTE@._V1_SX300.jpg,Invincible Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",02 Sep 2016,True,88 min,,Yoga Hosers,movie,N/A,Kevin Smith,2016,tt3838992,4.3,"10,289",,
377,"Megan Fox, Will Arnett, Laura Linney, Stephen Amell",10 nominations.,"$82,035,527","USA, Hong Kong, China, Canada",20 Sep 2016,Dave Green,,,"Action, Adventure, Comedy, Sci-Fi",English,40,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",https://m.media-amazon.com/images/M/MV5BMmVkNjVjZTQtNTczYS00ODk5LWFkNjItYjNlMDc5ZjMyYTQwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",03 Jun 2016,True,112 min,,Teenage Mutant Ninja Turtles: Out of the Shadows,movie,http://www.teenagemutantninjaturtlesmovie.com/,"Josh Appelbaum, André Nemec, Peter Laird (based on the Teenage Mutant Ninja Turtles characters created by), Kevin Eastman (based on the Teenage Mutant Ninja Turtles characters created by)",2016,tt3949660,6.0,"75,968",,
378,"Eddie Redmayne, Sam Redford, Scott Goldman, Tim Bentinck",Won 1 Oscar. Another 14 wins & 51 nominations.,"$234,018,657","UK, USA",28 Mar 2017,David Yates,,,"Adventure, Family, Fantasy","English, Khmer",66,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,https://m.media-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",18 Nov 2016,True,133 min,,Fantastic Beasts and Where to Find Them,movie,http://www.fantasticbeasts.com/,J.K. Rowling,2016,tt3183660,7.3,"355,423",,
379,"Andrew Garfield, Richard Pyros, Jacob Warner, Milo Gibson",Won 2 Oscars. Another 46 wins & 111 nominations.,"$67,115,062","Australia, USA",21 Feb 2017,Mel Gibson,,,"Biography, Drama, History, War","English, Japanese",71,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_SX300.jpg,Summit Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",04 Nov 2016,True,139 min,,Hacksaw Ridge,movie,http://www.hacksawridge.movie/,"Robert Schenkkan (screenplay by), Andrew Knight (screenplay by)",2016,tt2119532,8.1,"359,031",,
380,"Sam Claflin, Vanessa Kirby, Emilia Clarke, Eileen Dunwoodie",6 wins & 6 nominations.,"$56,228,651","UK, USA",30 Aug 2016,Thea Sharrock,,,"Drama, Romance","English, French",51,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,https://m.media-amazon.com/images/M/MV5BMTQ2NjE4NDE2NV5BMl5BanBnXkFtZTgwOTcwNDE5NzE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",03 Jun 2016,True,106 min,,Me Before You,movie,http://mebeforeyoumovie.com,"Jojo Moyes (based on the novel by), Jojo Moyes (screenplay by)",2016,tt2674426,7.4,"167,640",,
381,"Sharni Vinson, Carlyn Burchell, Steven John Ward, Gustav Gerdener",3 nominations.,N/A,South Africa,N/A,Alastair Orr,,,"Action, Horror, Thriller",English,N/A,"After a young woman is kidnapped, her captors soon come to realize that in fact they may be the ones in danger and this young woman has a dark secret inside her.",https://m.media-amazon.com/images/M/MV5BZTJkODE2NDctYmMwYi00NDEyLWI5OGUtZTRmYTQ2MzIxMzQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",24 Mar 2017,True,90 min,,House on Willow Street,movie,N/A,"Jonathan Jordaan (screenplay), Alastair Orr (screenplay), Catherine Blackman (story by)",2016,tt4961380,4.8,"6,518",,
382,"Keaton Nigel Cooke, Tracy Letts, Julie Delpy, Greta Gerwig",2 wins & 3 nominations.,"$296,568",USA,23 Aug 2016,Todd Solondz,,,"Comedy, Drama",English,66,"A dachshund passes from oddball owner to oddball owner, whose radically dysfunctional lives are all impacted by the pooch.",https://m.media-amazon.com/images/M/MV5BMTc5ODU5MTM0OV5BMl5BanBnXkFtZTgwOTAzNzIwOTE@._V1_SX300.jpg,Annapurna Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",21 Jul 2016,True,88 min,,Wiener-Dog,movie,N/A,Todd Solondz,2016,tt4144190,5.9,"8,306",,
383,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor",4 wins & 13 nominations.,"$102,461,593","Canada, USA",13 Sep 2016,James Wan,,,"Drama, Horror, Mystery, Thriller",English,65,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,https://m.media-amazon.com/images/M/MV5BZjU5OWVlN2EtODNlYy00MjhhLWI0MDUtMTA3MmQ5MGMwYTZmXkEyXkFqcGdeQXVyNjE5MTM4MzY@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",10 Jun 2016,True,134 min,,The Conjuring 2,movie,http://www.theconjuring2.com/,"Chad Hayes (screenplay by), Carey W. Hayes (screenplay by), James Wan (screenplay by), David Leslie Johnson-McGoldrick (screenplay by), Chad Hayes (story by), Carey W. Hayes (story by), James Wan (story by), Chad Hayes (based on characters created by), Carey W. Hayes (based on characters created by)",2016,tt3065204,7.4,"190,074",,
384,"Tahar Rahim, Emmanuelle Seigner, Anne Dorval, Bouli Lanners",8 nominations.,"$3,176","France, Belgium",29 Aug 2017,Katell Quillévéré,,,Drama,French,82,"A single devastating event intertwines inextricably the lives of an unfortunate teenager, a weary woman with a critical degenerative heart condition and a team of compassionate doctors; all perfect strangers, perfectly interconnected.",https://m.media-amazon.com/images/M/MV5BMzBmYWY2MjAtZDY3Ni00Nzc3LTlhOTEtNjg5NTAyNzlkYmQ5XkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_SX300.jpg,Cohen Media Group,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",01 Nov 2016,True,103 min,,Heal the Living,movie,http://cohenmedia.net/films/heal-the-living,"Maylis De Kerangal (novel), Katell Quillévéré (screenplay), Gilles Taurand (screenplay)",2016,tt5096536,6.9,"2,170",,
385,"Liam Hemsworth, Jeff Goldblum, Jessie T. Usher, Bill Pullman",3 wins & 16 nominations.,"$103,137,295",USA,18 Oct 2016,Roland Emmerich,,,"Action, Adventure, Sci-Fi","English, Mandarin",32,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?",https://m.media-amazon.com/images/M/MV5BMjIyMTg5MTg4OV5BMl5BanBnXkFtZTgwMzkzMjY5NzE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",24 Jun 2016,True,120 min,,Independence Day: Resurgence,movie,http://www.foxmovies.com/movies/independence-day-resurgence,"Nicolas Wright (screenplay by), James A. Woods (screenplay by), Dean Devlin (screenplay by), Roland Emmerich (screenplay by), James Vanderbilt (screenplay by), Dean Devlin (story by), Roland Emmerich (story by), Nicolas Wright (story by), James A. Woods (story by), Dean Devlin (based on characters created by), Roland Emmerich (based on characters created by)",2016,tt1628841,5.2,"153,555",,
386,"Olivia DeJonge, Levi Miller, Ed Oxenbould, Aleks Mikic",8 wins & 2 nominations.,N/A,"Australia, USA",05 Dec 2017,Chris Peckover,,,"Comedy, Crime, Horror, Thriller",English,67,"On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.",https://m.media-amazon.com/images/M/MV5BNmE5NWQyYjktMmMzYi00YjY2LWFmNTUtMWQyMzcwNWM2NWYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Well Go USA Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",06 Oct 2017,True,89 min,,Better Watch Out,movie,http://www.wellgousa.com/theatrical/better-watch-out,"Zack Kahn (story by), Zack Kahn, Chris Peckover",2016,tt4443658,6.5,"21,841",,
387,"Elle Fanning, Dane DeHaan, Carly Rae Jepsen, Maddie Ziegler",1 nomination.,"$21,797,758","France, Canada",21 Nov 2017,"Eric Summer, Éric Warin, Mimi Maynard, Paulette Victor-Lifton",,,"Animation, Adventure, Comedy, Family, Music",English,48,"An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",https://m.media-amazon.com/images/M/MV5BZjEzMmFlNWUtYTFhOC00ZDMxLTllZmItZjc3ODMwNTk2ZmNlXkEyXkFqcGdeQXVyNTY2ODgzODg@._V1_SX300.jpg,The Weinstein Company,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",25 Aug 2017,True,89 min,,Leap!,movie,http://www.latelieranimation.com/ballerina-en/?lang=en,"Eric Summer (original idea), Eric Summer (original story), Laurent Zeitoun (original story), Carol Noble (screenplay), Laurent Zeitoun (screenplay), Eric Summer (screenplay)",2016,tt2261287,6.8,"16,174",,
388,"Louis C.K., Eric Stonestreet, Kevin Hart, Jenny Slate",4 wins & 15 nominations.,"$368,305,960","Japan, USA, France",06 Dec 2016,"Chris Renaud, Yarrow Cheney(co-director)",,,"Animation, Adventure, Comedy, Family",English,61,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",https://m.media-amazon.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",08 Jul 2016,True,87 min,,The Secret Life of Pets,movie,http://www.thesecretlifeofpets.com/,"Cinco Paul, Ken Daurio, Brian Lynch",2016,tt2709768,6.5,"157,947",,
389,"Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita, Aoi Yûki",14 wins & 22 nominations.,"$4,676,810",Japan,07 Nov 2017,Makoto Shinkai,,,"Animation, Drama, Fantasy, Romance",Japanese,79,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_SX300.jpg,FUNimation Films,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",07 Apr 2017,True,106 min,,Your Name.,movie,https://www.funimationfilms.com/movie/yourname/,"Makoto Shinkai (based on his novel), Makoto Shinkai (screenplay), Clark Cheng (english script)",2016,tt5311514,8.4,"124,103",,
390,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell",3 wins & 4 nominations.,N/A,USA,20 Sep 2016,Gary Ross,,,"Action, Biography, Drama, History, War",English,53,A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.,https://m.media-amazon.com/images/M/MV5BMTA4NTYyMTcwNTFeQTJeQWpwZ15BbWU4MDI0NTg0MDkx._V1_SX300.jpg,STX Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",24 Jun 2016,True,139 min,,Free State of Jones,movie,http://stxmovies.com/freestateofjones/,"Gary Ross (screenplay by), Leonard Hartman (story), Gary Ross (story)",2016,tt1124037,6.9,"44,217",,
