,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
410,"Tom Hardy, Noomi Rapace, James Gandolfini, Matthias Schoenaerts",4 wins & 5 nominations.,"$8,709,169",USA,20 Jan 2015,Michaël R. Roskam,,,"Crime, Drama","English, Russian",69,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",https://m.media-amazon.com/images/M/MV5BMTkyNjMzODUzNV5BMl5BanBnXkFtZTgwNjIxNDI1MTE@._V1_SX300.jpg,Fox Searchlight,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",12 Sep 2014,True,106 min,,The Drop,movie,http://www.foxsearchlight.com/thedrop/,"Dennis Lehane (screenplay), Dennis Lehane (short story ""Animal Rescue"")",2014,tt1600196,7.1,"130,983",,
411,"Thomas Arnold, Harry Lloyd, Amber Anderson, Max Irons",1 nomination.,N/A,UK,18 Aug 2015,Lone Scherfig,,,"Drama, Thriller",English,54,"Two first-year students at Oxford University join the infamous Riot Club, where reputations can be made or destroyed over the course of a single evening.",https://m.media-amazon.com/images/M/MV5BMjAxNTA3NjI0NF5BMl5BanBnXkFtZTgwODcyMjQ3MjE@._V1_SX300.jpg,IFC Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",27 Mar 2015,True,107 min,,The Riot Club,movie,http://www.riotclubmovie.com/,"Laura Wade (play), Laura Wade",2014,tt2717860,6.0,"19,378",,
412,"Christopher Judge, Elisabeth Röhm, Matt Lagan, Paul Anderson",N/A,N/A,USA,27 Jan 2014,Emile Edwin Smith,,,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",English,N/A,"A new mega shark threatens to destroy humanity. The government creates an exact robotic copy of the shark, either equal to or greater than the original. Now they must fight to the death while people and whole cities get in the way.",https://m.media-amazon.com/images/M/MV5BMTQzMDIyMjgxMF5BMl5BanBnXkFtZTgwODYzNjg4MDE@._V1_SX300.jpg,Warner Home Video,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '2.7/10'}]",28 Jan 2014,True,85 min,,Mega Shark vs. Mecha Shark,movie,http://www.theasylum.cc/product.php?id=242,"H. Perry Horton (screenplay), Jose Prendes (story and screenplay)",2014,tt3152098,2.7,"2,732",,
413,"Chris Berman, Dave Donaldson, Patrick St. Esprit, Chi McBride",1 nomination.,"$21,105,891",USA,02 Sep 2014,Ivan Reitman,,,"Drama, Sport",English,54,"At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",https://m.media-amazon.com/images/M/MV5BMjAyOTMxMjA3Nl5BMl5BanBnXkFtZTgwMTMwNjQ4MDE@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",11 Apr 2014,True,110 min,,Draft Day,movie,http://DraftDayMovie.com,"Scott Rothman, Rajiv Joseph",2014,tt2223990,6.8,"47,962",,
414,"David Chabant, Laura Meissat-Hirel, Jonathan Daniel, Bob Lennon",N/A,N/A,France,N/A,Benjamin Daniel,,,Comedy,French,N/A,A prequel of the show and the story of the creation of the Hard Corner .,https://images-na.ssl-images-amazon.com/images/M/MV5BNTMwMTQ3MTEtOGFiYi00YTRlLWFjOTMtZmUyNjhjNDZkOTdjXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",01 Apr 2014,True,65 min,,Hard Corner: Le Film,movie,N/A,Benjamin Daniel,2014,tt3638604,6.4,63,,
415,"Mark Strong, Petr Vanek, Klára Issová, Thiana Valent",N/A,,"UK, Czech Republic",,Peter Straughan,2,,Drama,English,N/A,"In a fit of rebellion against his director which masks his own dark demons, a tormented movie actor (Mark Strong)starring as Nosferatu runs away to a nearby small Czech town when his young ...",N/A,,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",08 May 2014,True,24 min,3,Nosferatu in Love,episode,,"Peter Straughan, Peter Straughan",2014,tt3457342,7.7,46,tt2341669,
416,"Aaron Taylor-Johnson, CJ Adams, Ken Watanabe, Bryan Cranston",6 wins & 31 nominations.,"$172,962,996","USA, Japan",16 Sep 2014,Gareth Edwards,,,"Action, Adventure, Sci-Fi, Thriller","English, Japanese",62,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",https://m.media-amazon.com/images/M/MV5BN2E4ZDgxN2YtZjExMS00MWE5LTg3NjQtNTkxMzJhOTA3MDQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",16 May 2014,True,123 min,,Godzilla,movie,http://godzillamovie.com,"Max Borenstein (screenplay), Dave Callaham (story), Ishirô Honda (based on the character created by), Takeo Murata (based on the character created by), Shigeru Kayama (based on the character created by)",2014,tt0831387,6.4,"343,358",,
417,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne",2 nominations.,"$7,508,090","USA, UK",20 May 2014,Mark Waters,,,"Action, Comedy, Drama, Fantasy, Horror, Mystery, Thriller",English,31,"Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",https://m.media-amazon.com/images/M/MV5BMTUyOTI0MzUyM15BMl5BanBnXkFtZTgwMzI2MzU0MDE@._V1_SX300.jpg,The Weinstein Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",07 Feb 2014,True,104 min,,Vampire Academy,movie,http://va-movie.com/#,"Richelle Mead (novel), Daniel Waters (screenplay)",2014,tt1686821,5.5,"48,869",,
418,"Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas",6 wins & 11 nominations.,"$134,413,041",USA,23 Sep 2014,Nicholas Stoller,,,Comedy,English,68,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",https://m.media-amazon.com/images/M/MV5BOTQ0OTkzODgyNF5BMl5BanBnXkFtZTgwOTA3OTE4MDE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",09 May 2014,True,97 min,,Neighbors,movie,http://www.neighbors-movie.com/,"Andrew Jay Cohen, Brendan O'Brien",2014,tt2004420,6.3,"262,586",,
419,"Oscar Isaac, Viggo Mortensen, Kirsten Dunst, Daisy Bevan",3 nominations.,"$1,638,101","UK, France, USA",13 Jan 2015,Hossein Amini,,,"Romance, Thriller","English, Greek, Turkish",66,"A thriller centered on a con artist, his wife, and a stranger who flee Athens after one of them is caught up in the death of a private detective.","https://m.media-amazon.com/images/M/MV5BMTcxMjE0NjY1NV5BMl5BanBnXkFtZTgwMzU0NTYxMTE@._V1._CR29,32,1351,1987_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg",Magnolia Pictutures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",28 Aug 2014,True,96 min,,The Two Faces of January,movie,http://www.magpictures.com/twofacesofjanuary/,"Hossein Amini, Patricia Highsmith (based on the novel by)",2014,tt1976000,6.2,"27,213",,
420,"Vegar Hoel, Ørjan Gamst, Martin Starr, Jocelyn DeBoer",15 wins & 9 nominations.,N/A,"Norway, Iceland, USA, UK",09 Dec 2014,Tommy Wirkola,,,"Action, Comedy, Horror","Norwegian, English, German",59,"Still on the run from a group of Nazi zombies, a man seeks the aid of a group of American zombie enthusiasts, and discovers new techniques for fighting the zombies.",https://m.media-amazon.com/images/M/MV5BMTk2MTEwOTcwOF5BMl5BanBnXkFtZTgwMDEzMjM2MjE@._V1_SX300.jpg,Well Go USA,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",07 Oct 2014,True,100 min,,Dead Snow 2: Red vs. Dead,movie,http://www.wellgousa.com/theatrical/dead-snow-2-red-vs-dead,"Tommy Wirkola (screenplay), Vegar Hoel (screenplay), Stig Frode Henriksen (screenplay)",2014,tt2832470,6.9,"20,254",,
421,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence",Nominated for 1 Oscar. Another 15 wins & 47 nominations.,"$199,305,306","USA, UK, Canada",14 Oct 2014,Bryan Singer,,,"Action, Adventure, Sci-Fi, Thriller","English, Vietnamese, French",75,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",23 May 2014,True,132 min,,X-Men: Days of Future Past,movie,http://www.x-menmovies.com/,"Simon Kinberg (screenplay by), Jane Goldman (story by), Simon Kinberg (story by), Matthew Vaughn (story by)",2014,tt1877832,8.0,"609,386",,
422,"Lara Adkins, Mark Booker, Mike Delange, Chelsie Hartness",N/A,N/A,USA,N/A,Daniel B. Iske,,,Horror,English,N/A,"Seven friends find themselves on an isolated farm. Here, they discover an ancient book, which summons demons from the surrounding woods. Now, these friends will have to find a way out of the fields, if they want to survive.",https://ia.media-imdb.com/images/M/MV5BMTk2NTY2MDIxN15BMl5BanBnXkFtZTgwODk0NjAzMTE@._V1_SX300.jpg,Phase 4 Films,N/A,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]",10 Sep 2014,True,84 min,,Fields of the Dead,movie,http://www.phase4films.com/,Scott Coleman,2014,tt3186838,2.5,500,,
423,"Nicole Kidman, Tim Roth, Frank Langella, Paz Vega",Nominated for 2 Primetime Emmys. Another 1 win & 2 nominations.,"$640,122","Switzerland, France, Italy, Belgium",N/A,Olivier Dahan,,,"Biography, Drama, Romance","English, French, Italian",21,"The story of former Hollywood star Grace Kelly's crisis of marriage and identity, during a political dispute between Monaco's Prince Rainier III and France's Charles De Gaulle, and a looming French invasion of Monaco in the early 1960s.",https://m.media-amazon.com/images/M/MV5BZjFlY2YxOWEtZWQ1NS00OWZjLWJjZjUtNDBjOGRhYzNhZjM4XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,The Weinstein Company,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",14 May 2014,True,103 min,,Grace of Monaco,movie,http://www.beyondgracekelly.com/grace-of-monaco-film/making-grace-of-monaco-movie/,Arash Amel (screenplay),2014,tt2095649,5.7,"16,323",,
424,"John Cusack, Rebecca Da Costa, Robert De Niro, Crispin Glover",N/A,"$48,817","Bahamas, USA",01 Apr 2014,David Grovic,,,"Crime, Drama, Thriller",English,28,"A criminal bides his time at a seedy motel, waiting for his boss after killing several men and making away with a mystery bag.",https://m.media-amazon.com/images/M/MV5BMjE4NDc3NjUyNl5BMl5BanBnXkFtZTgwMDA4MDQwMTE@._V1_SX300.jpg,Cinedigm Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",20 Mar 2014,True,108 min,,The Bag Man,movie,http://thebagmanthemovie.com/,"David Grovic, Paul Conway, James Russo (original screenplay ""Motel"")",2014,tt2212008,5.3,"15,389",,
425,"Kelly Sheridan, Katie Crown, Mark Oliver, Rebecca Shoichet",N/A,N/A,N/A,11 Mar 2014,Ezekiel Norton,,,"Animation, Family",English,N/A,This is the tale of a young mermaid who is being raised by her aunt. This young mermaid has the power to control pearls and make beautiful magic with them. One day her Aunt is called upon ...,https://m.media-amazon.com/images/M/MV5BODQ4MzU5NDQ5M15BMl5BanBnXkFtZTgwNTY1NjAzMTE@._V1_SX300.jpg,Universal Pictures,TV-Y,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",11 Mar 2014,True,73 min,,Barbie: The Pearl Princess,movie,N/A,"Cydne Clark, Steve Granat",2014,tt3504064,6.4,664,,
426,"Michael Koch, David Leo Schultz, Mel Fair, Carson Aune",N/A,N/A,USA,07 Jul 2014,David Leo Schultz,,,"Biography, Drama",English,N/A,"Based on the life of Rich Mullins, a musical prodigy who rose to Christian music fame and fortune only to walk away and live on a Navajo reservation. An artistic genius, raised on a tree ...",https://m.media-amazon.com/images/M/MV5BOTYzNjg2MTAzM15BMl5BanBnXkFtZTgwNDEyODc3MTE@._V1_SX300.jpg,Millenium Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",09 Jan 2014,True,137 min,,Ragamuffin,movie,https://www.facebook.com/richmullinsfilm,"David Holechek (additional story), Dave Mullins (story consultant), Ashleigh Philips (screenplay), David Leo Schultz (screenplay), David Leo Schultz (story)",2014,tt2412568,6.7,"1,039",,
427,"Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Renee Victor",3 nominations.,"$28,605,090",USA,08 Apr 2014,Christopher Landon,,,"Horror, Mystery, Thriller","English, Spanish",42,"When a young man becomes the target of a malevolent entity, he must uncover its true intentions before it takes complete control of him.",https://m.media-amazon.com/images/M/MV5BMjAwNDAxMjc0N15BMl5BanBnXkFtZTgwNDcyNDU3MDE@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",03 Jan 2014,True,84 min,,Paranormal Activity: The Marked Ones,movie,http://www.paranormalmovie.com/,"Christopher Landon, Oren Peli (based on the film ""Paranormal Activity"" by)",2014,tt2473682,5.0,"36,775",,
428,"Jemaine Clement, Taika Waititi, Jonny Brugh, Cori Gonzalez-Macuer",25 wins & 18 nominations.,N/A,"New Zealand, USA",21 Jul 2015,"Jemaine Clement, Taika Waititi",,,"Comedy, Horror","English, German, Spanish",76,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",https://m.media-amazon.com/images/M/MV5BMjAwNDA5NzEwM15BMl5BanBnXkFtZTgwMTA1MDUyNDE@._V1_SX300.jpg,Paladin Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",13 Feb 2015,True,86 min,,What We Do in the Shadows,movie,http://whatwedointheshadows.com/,"Jemaine Clement, Taika Waititi",2014,tt3416742,7.7,"120,215",,
429,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",Nominated for 1 Oscar. Another 14 wins & 60 nominations.,"$147,065,544",USA,11 Nov 2014,Dean DeBlois,,,"Animation, Action, Adventure, Comedy, Family, Fantasy",English,76,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",13 Jun 2014,True,102 min,,How to Train Your Dragon 2,movie,http://www.howtotrainyourdragon.com,"Dean DeBlois, Cressida Cowell (based upon the ""How to Train Your Dragon"" book series by)",2014,tt1646971,7.8,"270,216",,
430,"Heather Graham, Ellen Burstyn, Kiernan Shipka, Mason Dye",Nominated for 1 Primetime Emmy. Another 4 nominations.,N/A,"Canada, USA",15 Apr 2014,Deborah Chow,,,"Drama, Horror, Mystery, Thriller",English,N/A,"After the sudden death of their father, four children face cruel treatment from their ruthless grandmother.",https://m.media-amazon.com/images/M/MV5BODYxMzBmMzMtYThmOC00ODAyLThiOGItOTlhYTZlNDRlZTA5XkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_SX300.jpg,Front Street Pictures,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}]",18 Jan 2014,True,86 min,,Flowers in the Attic,movie,N/A,"Virginia C. Andrews (based upon the novel by), Kayla Alpert (teleplay by)",2014,tt3074694,6.1,"7,979",,
431,"Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez",2 wins & 6 nominations.,N/A,"USA, France",21 Oct 2014,James DeMonaco,,,"Action, Horror, Sci-Fi, Thriller",English,50,"Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.",https://m.media-amazon.com/images/M/MV5BMjE2ODMxMTk1Nl5BMl5BanBnXkFtZTgwMDEzNjEzMTE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",18 Jul 2014,True,103 min,,The Purge: Anarchy,movie,http://blumhouse.com/film/thepurge,"James DeMonaco, James DeMonaco (characters created by)",2014,tt2975578,6.5,"124,924",,
432,"Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell",7 wins & 24 nominations.,"$154,295,930",USA,18 Nov 2014,"Phil Lord, Christopher Miller",,,"Action, Comedy, Crime",English,71,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",https://m.media-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",13 Jun 2014,True,112 min,,22 Jump Street,movie,http://www.22jumpstreetmovie.com/site/,"Michael Bacall (screenplay), Oren Uziel (screenplay), Rodney Rothman (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series ""21 Jump Street""), Stephen J. Cannell (television series ""21 Jump Street"")",2014,tt2294449,7.0,"314,281",,
433,"Shailene Woodley, Theo James, Ashley Judd, Jai Courtney",7 wins & 11 nominations.,"$129,520,735",USA,04 Aug 2014,Neil Burger,,,"Action, Adventure, Mystery, Sci-Fi","English, Spanish",48,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",https://m.media-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_SX300.jpg,Lionsgate Films/Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",21 Mar 2014,True,139 min,,Divergent,movie,http://www.facebook.com/DivergentMovie,"Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)",2014,tt1840309,6.7,"396,559",,
434,"Julien Ari, Heather Paige Cohn, Chris O'Brien, Jean Louise O'Sullivan",N/A,N/A,USA,18 Mar 2014,Jacob Cooney,,,Comedy,English,N/A,"When two freshmen pledges are accepted into the biggest party frat on campus (ALPHA HOUSE), they think they have it all. That is, until the assistant dean forces the Alphas to share their ...",https://m.media-amazon.com/images/M/MV5BMjI5ODY2ODI0OV5BMl5BanBnXkFtZTgwNzU3NTgwMTE@._V1_SX300.jpg,The Asylum,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",11 Mar 2014,True,88 min,,Alpha House,movie,N/A,"Jacob Cooney (screenplay), Brandon Trenz (screenplay)",2014,tt3307774,3.7,"2,313",,
435,"Leighton Meester, Gillian Jacobs, Gabourey Sidibe, Beth Dover",1 nomination.,"$7,563",USA,03 Mar 2015,Susanna Fogel,,,"Comedy, Drama, Romance",English,57,Sasha and Paige's co-dependent friendship is tested as Paige gets serious with a guy for the first time.,https://m.media-amazon.com/images/M/MV5BNTIzNzM1Njg3NV5BMl5BanBnXkFtZTgwMTEzNTk4MjE@._V1_SX300.jpg,Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",06 Nov 2014,True,93 min,,Life Partners,movie,http://www.facebook.com/LifePartnersMovie,"Susanna Fogel, Joni Lefkowitz",2014,tt2870808,6.2,"7,745",,
436,"Shailene Woodley, Eva Green, Christopher Meloni, Shiloh Fernandez",3 nominations.,N/A,"France, USA",20 Jan 2015,Gregg Araki,,,"Drama, Mystery, Thriller",English,51,"In 1988, a teenage girl's life is thrown into chaos when her mother disappears.",https://m.media-amazon.com/images/M/MV5BMTEwOTY0MjY4MjBeQTJeQWpwZ15BbWU4MDg4OTQ5NDIx._V1_SX300.jpg,Magnolia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",25 Sep 2014,True,91 min,,White Bird in a Blizzard,movie,http://www.magpictures.com/whitebirdinablizzard/,"Gregg Araki (screenplay by), Laura Kasischke (based on the novel by)",2014,tt2238050,6.4,"25,114",,
437,"Morgan Freeman, Ashley Judd, Kris Kristofferson, Juliana Harkavy",3 nominations.,N/A,USA,09 Dec 2014,Charles Martin Smith,,,"Drama, Family",English,58,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,https://m.media-amazon.com/images/M/MV5BMjA5NzE4ODQwMV5BMl5BanBnXkFtZTgwMTc4OTA5MTE@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",12 Sep 2014,True,107 min,,Dolphin Tale 2,movie,http://www.dolphintale2.com,"Charles Martin Smith, Karen Janszen (characters), Noam Dromi (characters)",2014,tt2978462,6.4,"7,425",,
438,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",1 win & 3 nominations.,"$39,939,072",USA,24 Feb 2015,Sean Anders,,,"Comedy, Crime",English,40,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",https://m.media-amazon.com/images/M/MV5BNzU4OTEzNzAwN15BMl5BanBnXkFtZTgwMTgwODAwMzE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",26 Nov 2014,True,108 min,,Horrible Bosses 2,movie,http://www.horriblebosses2.com,"Sean Anders (screenplay), John Morris (screenplay), Jonathan Goldstein (story), John Francis Daley (story), Sean Anders (story), John Morris (story), Michael Markowitz (characters)",2014,tt2170439,6.3,"142,619",,
439,"Hilary Swank, Emmy Rossum, Josh Duhamel, Stephanie Beatriz",1 nomination.,N/A,USA,13 Apr 2015,George C. Wolfe,,,Drama,"English, American Sign Language",56,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,https://m.media-amazon.com/images/M/MV5BMTczNDkyODA1N15BMl5BanBnXkFtZTgwNjIwOTI4MjE@._V1_SX300.jpg,Entertainment One Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",26 Nov 2014,True,102 min,,You're Not You,movie,https://www.facebook.com/yourenotyoumovie,"Shana Feste (screenplay by), Jordan Roberts (screenplay by), Michelle Wildgen (based on the book by), Jordan Roberts",2014,tt1198156,7.4,"21,866",,
440,"Michael Stuhlbarg, Bruce Dern, John Malkovich, Joyce Robbins",2 wins & 3 nominations.,N/A,USA,26 May 2015,Matt Shakman,,,"Crime, Drama, Thriller",English,44,A young man's life is unraveled after witnessing a murder that he filmed in his rural town of Cut Bank.,https://m.media-amazon.com/images/M/MV5BMzk2NDg2MDEwNV5BMl5BanBnXkFtZTgwNDk2Mjk0NDE@._V1_SX300.jpg,A24 and DIRECTV,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",03 Apr 2015,True,93 min,,Cut Bank,movie,http://cutbank-movie.com/,Roberto Patino,2014,tt1661820,6.1,"9,531",,
441,"Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu",1 win & 1 nomination.,"$1,204,288",USA,03 Mar 2015,Steve Loter,,,"Animation, Adventure, Family, Fantasy",English,52,"Fun and talented animal fairy Fawn believes you can't judge a book by its cover, or an animal by its fangs, so she befriends a huge and mysterious creature known as the NeverBeast. While ...",https://m.media-amazon.com/images/M/MV5BNTYyZWFmZGEtMmZjOS00M2I0LWE1NTAtN2FjOTFhOWEzMzRmXkEyXkFqcGdeQXVyNTQzOTE3MDE@._V1_SX300.jpg,DisneyToon Studios,G,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",03 Mar 2015,True,76 min,,Tinker Bell and the Legend of the NeverBeast,movie,http://fairies.disney.com/legend-of-the-neverbeast,"Steve Loter (story), Tom Rogers (story), Tom Rogers (screenplay), Robert Schooley (screenplay), Mark McCorkle (screenplay), Kate Kondell (screenplay)",2014,tt3120408,7.3,"6,499",,
